<TICKER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
EURCHF,20251103,014000,0.92788,0.92796,0.92788,0.92796,34100000
EURCHF,20251103,014100,0.92795,0.92799,0.92795,0.92796,22340000
EURCHF,20251103,014200,0.92796,0.92799,0.92796,0.92799,19260000
EURCHF,20251103,014300,0.92798,0.92803,0.92798,0.92803,21200000
EURCHF,20251103,014400,0.92803,0.92805,0.92802,0.92802,18000000
EURCHF,20251103,014500,0.92801,0.92806,0.92801,0.92803,32400000
EURCHF,20251103,014600,0.92802,0.92805,0.92799,0.92802,22860000
EURCHF,20251103,014700,0.92802,0.92804,0.92801,0.92802,15960000
EURCHF,20251103,014800,0.92801,0.92804,0.928,0.92801,27580000
EURCHF,20251103,014900,0.92802,0.92802,0.92798,0.92799,14020000
EURCHF,20251103,015000,0.928,0.92801,0.92796,0.92797,37920000
EURCHF,20251103,015100,0.92796,0.92796,0.92794,0.92794,15880000
EURCHF,20251103,015200,0.92795,0.92797,0.92792,0.92794,33780000
EURCHF,20251103,015300,0.92793,0.92794,0.92793,0.92793,5920000
EURCHF,20251103,015400,0.92792,0.92796,0.92789,0.92789,14460000
EURCHF,20251103,015500,0.92791,0.92797,0.92791,0.92796,40020000
EURCHF,20251103,015600,0.92795,0.92799,0.92795,0.92799,30060000
EURCHF,20251103,015700,0.92798,0.92799,0.92796,0.92797,11920000
EURCHF,20251103,015800,0.92796,0.92796,0.9279,0.92791,16200000
EURCHF,20251103,015900,0.9279,0.92791,0.92788,0.92789,22400000
EURCHF,20251103,020000,0.92788,0.9279,0.92787,0.92787,9600000
EURCHF,20251103,020100,0.92786,0.92787,0.92783,0.92783,9000000
EURCHF,20251103,020200,0.92784,0.92786,0.92781,0.92783,22800000
EURCHF,20251103,020300,0.92784,0.92787,0.92784,0.92787,3600000
EURCHF,20251103,020400,0.92788,0.92788,0.92781,0.92781,10940000
EURCHF,20251103,020500,0.92781,0.92783,0.92781,0.92783,5100000
EURCHF,20251103,020600,0.92782,0.92783,0.92778,0.92781,23000000
EURCHF,20251103,020700,0.9278,0.92782,0.92777,0.92781,53780000
EURCHF,20251103,020800,0.92782,0.92783,0.9278,0.92781,73080000
EURCHF,20251103,020900,0.9278,0.92788,0.92779,0.92783,68760000
EURCHF,20251103,021000,0.92783,0.92788,0.92783,0.92784,46900000
EURCHF,20251103,021100,0.92785,0.92788,0.92784,0.92786,26600000
EURCHF,20251103,021200,0.92787,0.92788,0.92784,0.92788,23120000
EURCHF,20251103,021300,0.9279,0.9279,0.92788,0.92788,6000000
EURCHF,20251103,021400,0.92787,0.92789,0.92787,0.92789,13040000
EURCHF,20251103,021500,0.92788,0.92791,0.92786,0.92789,31560000
EURCHF,20251103,021600,0.9279,0.92791,0.92786,0.92789,19780000
EURCHF,20251103,021700,0.9279,0.9279,0.92788,0.9279,38520000
EURCHF,20251103,021800,0.92791,0.92792,0.9279,0.92791,9900000
EURCHF,20251103,021900,0.92791,0.92791,0.92789,0.92791,25100000
EURCHF,20251103,022000,0.92791,0.92793,0.92789,0.92792,17240000
EURCHF,20251103,022100,0.92791,0.92792,0.92789,0.9279,15960000
EURCHF,20251103,022200,0.92791,0.92794,0.9279,0.92791,35460000
EURCHF,20251103,022300,0.9279,0.92791,0.92787,0.9279,33140000
EURCHF,20251103,022400,0.92791,0.92793,0.9279,0.92793,26620000
EURCHF,20251103,022500,0.92792,0.92793,0.9279,0.92791,15440000
EURCHF,20251103,022700,0.92792,0.92793,0.92791,0.92791,10800000
EURCHF,20251103,022800,0.92789,0.92794,0.92789,0.92794,15220000
EURCHF,20251103,022900,0.92793,0.92796,0.92793,0.92796,9600000
EURCHF,20251103,023000,0.92795,0.92795,0.92792,0.92794,18600000
EURCHF,20251103,023100,0.92794,0.92794,0.9279,0.92792,22640000
EURCHF,20251103,023200,0.92794,0.92797,0.92793,0.92796,21060000
EURCHF,20251103,023300,0.92797,0.92798,0.92795,0.92798,8320000
EURCHF,20251103,023400,0.92798,0.92802,0.92798,0.928,20400000
EURCHF,20251103,023500,0.92799,0.92802,0.92799,0.92801,8400000
EURCHF,20251103,023600,0.92803,0.92804,0.92799,0.92803,37720000
EURCHF,20251103,023700,0.92803,0.92806,0.92802,0.92805,24520000
EURCHF,20251103,023800,0.92804,0.92807,0.92804,0.92807,30440000
EURCHF,20251103,023900,0.92807,0.92808,0.92805,0.92806,8240000
EURCHF,20251103,024000,0.92808,0.92811,0.92808,0.92811,15520000
EURCHF,20251103,024100,0.92811,0.92812,0.92811,0.92812,17540000
EURCHF,20251103,024200,0.92811,0.92815,0.9281,0.92815,19120000
EURCHF,20251103,024300,0.92815,0.92819,0.92815,0.92816,16320000
EURCHF,20251103,024400,0.92816,0.9282,0.92816,0.92819,20310000
EURCHF,20251103,024500,0.92817,0.92818,0.92816,0.92817,28520000
EURCHF,20251103,024600,0.92816,0.92817,0.92816,0.92816,15120000
EURCHF,20251103,024700,0.92817,0.9282,0.92817,0.9282,15520000
EURCHF,20251103,024800,0.92821,0.92822,0.92819,0.92822,14930000
EURCHF,20251103,024900,0.92823,0.92826,0.92822,0.92826,16410000
EURCHF,20251103,025000,0.92825,0.92825,0.9282,0.92821,22420000
EURCHF,20251103,025100,0.92821,0.92823,0.92821,0.92823,18600000
EURCHF,20251103,025200,0.92822,0.92823,0.92822,0.92822,8400000
EURCHF,20251103,025300,0.92823,0.92825,0.92822,0.92825,10530000
EURCHF,20251103,025400,0.92824,0.92825,0.92824,0.92825,4140000
EURCHF,20251103,025500,0.92826,0.92827,0.92826,0.92826,3600000
EURCHF,20251103,025600,0.92825,0.92825,0.92819,0.92819,10840000
EURCHF,20251103,025700,0.92821,0.92821,0.92817,0.92819,11320000
EURCHF,20251103,025800,0.92818,0.92819,0.92816,0.92816,34560000
EURCHF,20251103,025900,0.92817,0.92817,0.92813,0.92815,35000000
EURCHF,20251103,030000,0.92813,0.9282,0.92813,0.9282,24520000
EURCHF,20251103,030100,0.92819,0.92819,0.92815,0.92815,9520000
EURCHF,20251103,030200,0.92816,0.92818,0.92814,0.92818,27440000
EURCHF,20251103,030300,0.92817,0.9282,0.92816,0.92818,18920000
EURCHF,20251103,030400,0.92818,0.92821,0.92818,0.9282,8040000
EURCHF,20251103,030500,0.9282,0.9282,0.92816,0.92816,9520000
EURCHF,20251103,030600,0.92817,0.92819,0.92813,0.92818,36790000
EURCHF,20251103,030700,0.92819,0.92819,0.92819,0.92819,1200000
EURCHF,20251103,030800,0.9282,0.9282,0.92819,0.92819,2400000
EURCHF,20251103,030900,0.92818,0.92819,0.92816,0.92817,8540000
EURCHF,20251103,031000,0.92817,0.92817,0.92816,0.92816,7100000
EURCHF,20251103,031100,0.92816,0.92816,0.92815,0.92816,9340000
EURCHF,20251103,031200,0.92816,0.92817,0.92814,0.92815,23280000
EURCHF,20251103,031300,0.92814,0.92814,0.92814,0.92814,18270000
EURCHF,20251103,031400,0.92813,0.92817,0.92813,0.92816,17520000
EURCHF,20251103,031500,0.92815,0.92815,0.92814,0.92814,3610000
EURCHF,20251103,031600,0.92814,0.92815,0.92814,0.92815,4800000
EURCHF,20251103,031700,0.92816,0.92818,0.92815,0.92817,10120000
EURCHF,20251103,031800,0.92816,0.92817,0.92816,0.92816,6000000
EURCHF,20251103,031900,0.92816,0.92816,0.92812,0.92813,7120000
EURCHF,20251103,032000,0.92812,0.92814,0.9281,0.9281,13340000
EURCHF,20251103,032100,0.92807,0.9281,0.92807,0.92809,6220000
EURCHF,20251103,032200,0.92809,0.9281,0.92806,0.92806,11020000
EURCHF,20251103,032300,0.92805,0.92806,0.92803,0.92803,6220000
EURCHF,20251103,032400,0.92803,0.92803,0.92799,0.92801,16030000
EURCHF,20251103,032500,0.92802,0.92803,0.92802,0.92803,7040000
EURCHF,20251103,032600,0.92803,0.92807,0.92803,0.92807,7860000
EURCHF,20251103,032700,0.92805,0.92806,0.92804,0.92806,5320000
EURCHF,20251103,032800,0.92807,0.92807,0.92804,0.92804,4940000
EURCHF,20251103,032900,0.928,0.928,0.92798,0.92798,3900000
EURCHF,20251103,033000,0.92797,0.928,0.92796,0.92796,40720000
EURCHF,20251103,033100,0.92796,0.92801,0.92795,0.92801,33240000
EURCHF,20251103,033200,0.92802,0.92803,0.92802,0.92802,3600000
EURCHF,20251103,033300,0.92803,0.92807,0.92802,0.92805,9440000
EURCHF,20251103,033400,0.92806,0.92807,0.92805,0.92806,14840000
EURCHF,20251103,033500,0.92807,0.92812,0.92805,0.92811,26540000
EURCHF,20251103,033600,0.92812,0.92812,0.9281,0.92811,16200000
EURCHF,20251103,033700,0.92812,0.92812,0.92809,0.92809,15440000
EURCHF,20251103,033800,0.92808,0.92811,0.92808,0.92811,20080000
EURCHF,20251103,033900,0.92811,0.92811,0.92807,0.92809,6600000
EURCHF,20251103,034000,0.92809,0.9281,0.92807,0.92809,13200000
EURCHF,20251103,034100,0.92808,0.92809,0.92805,0.92805,19200000
EURCHF,20251103,034200,0.92805,0.92808,0.92802,0.92807,39300000
EURCHF,20251103,034300,0.92806,0.92808,0.92802,0.92802,47060000
EURCHF,20251103,034400,0.92802,0.92802,0.92801,0.92802,7800000
EURCHF,20251103,034500,0.92802,0.92803,0.92802,0.92802,6000000
EURCHF,20251103,034600,0.92801,0.92801,0.92797,0.92801,20920000
EURCHF,20251103,034700,0.928,0.92805,0.928,0.92805,11040000
EURCHF,20251103,034800,0.92806,0.92806,0.92804,0.92804,4970000
EURCHF,20251103,034900,0.92804,0.92805,0.92796,0.92802,36270000
EURCHF,20251103,035000,0.92803,0.92805,0.92789,0.92795,25400000
EURCHF,20251103,035100,0.92794,0.92796,0.92792,0.92795,14160000
EURCHF,20251103,035200,0.92795,0.92797,0.92794,0.92797,11840000
EURCHF,20251103,035300,0.92798,0.92798,0.92798,0.92798,1200000
EURCHF,20251103,035400,0.92797,0.92797,0.92796,0.92796,7200000
EURCHF,20251103,035500,0.92797,0.928,0.92796,0.92799,13480000
EURCHF,20251103,035600,0.92799,0.928,0.92798,0.92798,8320000
EURCHF,20251103,035700,0.92798,0.92799,0.92797,0.92798,14620000
EURCHF,20251103,035800,0.92798,0.92798,0.92798,0.92798,7640000
EURCHF,20251103,035900,0.92798,0.92801,0.92797,0.92799,16200000
EURCHF,20251103,040000,0.928,0.92802,0.92796,0.928,32880000
EURCHF,20251103,040100,0.92803,0.92803,0.928,0.92802,31100000
EURCHF,20251103,040200,0.92801,0.92803,0.92801,0.92803,9520000
EURCHF,20251103,040300,0.92802,0.92803,0.92801,0.92803,39200000
EURCHF,20251103,040400,0.92802,0.92802,0.92801,0.92801,28940000
EURCHF,20251103,040500,0.92801,0.92802,0.92799,0.92801,48700000
EURCHF,20251103,040600,0.92799,0.928,0.92799,0.928,17160000
EURCHF,20251103,040700,0.928,0.92806,0.928,0.92806,12600000
EURCHF,20251103,040800,0.92807,0.92807,0.92804,0.92807,15060000
EURCHF,20251103,040900,0.92805,0.92806,0.92803,0.92804,17000000
EURCHF,20251103,041000,0.92803,0.92803,0.92802,0.92802,14380000
EURCHF,20251103,041100,0.92802,0.92802,0.928,0.928,20980000
EURCHF,20251103,041200,0.92801,0.92801,0.92799,0.928,20980000
EURCHF,20251103,041300,0.928,0.92803,0.92799,0.92803,26840000
EURCHF,20251103,041400,0.92803,0.92804,0.92803,0.92804,9220000
EURCHF,20251103,041500,0.92803,0.92803,0.928,0.928,12000000
EURCHF,20251103,041600,0.928,0.928,0.92799,0.928,8320000
EURCHF,20251103,041700,0.92799,0.92801,0.92799,0.92801,7120000
EURCHF,20251103,041800,0.92801,0.92802,0.928,0.92801,8400000
EURCHF,20251103,041900,0.92801,0.92802,0.928,0.92801,12140000
EURCHF,20251103,042000,0.928,0.928,0.92795,0.92796,12660000
EURCHF,20251103,042100,0.92795,0.928,0.92791,0.928,11100000
EURCHF,20251103,042200,0.92799,0.928,0.92799,0.928,4940000
EURCHF,20251103,042300,0.928,0.92802,0.928,0.92802,4640000
EURCHF,20251103,042400,0.92804,0.92805,0.92804,0.92805,2400000
EURCHF,20251103,042500,0.92803,0.92805,0.92803,0.92805,2400000
EURCHF,20251103,042600,0.92804,0.92804,0.92804,0.92804,1200000
EURCHF,20251103,042700,0.92803,0.92804,0.92801,0.92803,7800000
EURCHF,20251103,042800,0.92803,0.92803,0.928,0.928,4800000
EURCHF,20251103,042900,0.92801,0.92801,0.92801,0.92801,1200000
EURCHF,20251103,043000,0.92801,0.92801,0.92793,0.92793,9520000
EURCHF,20251103,043100,0.92791,0.92792,0.9279,0.92791,6000000
EURCHF,20251103,043200,0.92792,0.92792,0.92791,0.92792,6000000
EURCHF,20251103,043300,0.92792,0.92794,0.92792,0.92794,3600000
EURCHF,20251103,043400,0.92795,0.92798,0.92795,0.92796,8400000
EURCHF,20251103,043500,0.92796,0.92796,0.92794,0.92794,4800000
EURCHF,20251103,043600,0.92795,0.92798,0.92795,0.92797,12000000
EURCHF,20251103,043700,0.92796,0.92796,0.92793,0.92793,15800000
EURCHF,20251103,043800,0.92793,0.92793,0.92791,0.92791,18940000
EURCHF,20251103,043900,0.92792,0.92795,0.92791,0.92792,27340000
EURCHF,20251103,044000,0.92792,0.92792,0.92789,0.92791,28980000
EURCHF,20251103,044100,0.92792,0.92794,0.92792,0.92792,21820000
EURCHF,20251103,044200,0.9279,0.9279,0.92789,0.9279,3440000
EURCHF,20251103,044300,0.9279,0.92791,0.92787,0.92788,23000000
EURCHF,20251103,044400,0.92788,0.92788,0.92787,0.92787,7640000
EURCHF,20251103,044500,0.92787,0.92788,0.92787,0.92788,3220000
EURCHF,20251103,044600,0.92789,0.92792,0.92789,0.92789,10800000
EURCHF,20251103,044700,0.92789,0.92789,0.92787,0.92787,9600000
EURCHF,20251103,044800,0.92783,0.92791,0.92783,0.92788,13200000
EURCHF,20251103,044900,0.92787,0.92787,0.92785,0.92787,11920000
EURCHF,20251103,045000,0.92787,0.92788,0.92787,0.92788,10800000
EURCHF,20251103,045100,0.92787,0.92788,0.92784,0.92788,12220000
EURCHF,20251103,045200,0.92787,0.92789,0.92784,0.92789,5710000
EURCHF,20251103,045300,0.92788,0.92788,0.92784,0.92784,5450000
EURCHF,20251103,045400,0.92784,0.92791,0.92784,0.92788,23930000
EURCHF,20251103,045500,0.92789,0.92789,0.92786,0.92787,23980000
EURCHF,20251103,045600,0.92787,0.92791,0.92786,0.9279,45680000
EURCHF,20251103,045700,0.9279,0.9279,0.92789,0.9279,12960000
EURCHF,20251103,045800,0.9279,0.92791,0.92788,0.92788,44750000
EURCHF,20251103,045900,0.92787,0.92791,0.92787,0.92791,42030000
EURCHF,20251103,050000,0.9279,0.92793,0.92788,0.92792,31710000
EURCHF,20251103,050100,0.9279,0.92793,0.9279,0.92791,33940000
EURCHF,20251103,050200,0.9279,0.92793,0.9279,0.92791,33020000
EURCHF,20251103,050300,0.9279,0.92792,0.9279,0.92792,4640000
EURCHF,20251103,050400,0.92792,0.92792,0.9279,0.92791,14540000
EURCHF,20251103,050500,0.92792,0.92792,0.92788,0.92789,19100000
EURCHF,20251103,050600,0.9279,0.92792,0.92789,0.92789,23240000
EURCHF,20251103,050700,0.92789,0.92791,0.92787,0.92789,15960000
EURCHF,20251103,050800,0.9279,0.92792,0.92788,0.9279,17600000
EURCHF,20251103,050900,0.92791,0.92791,0.92788,0.92791,9300000
EURCHF,20251103,051000,0.9279,0.92791,0.92789,0.92791,4640000
EURCHF,20251103,051100,0.9279,0.9279,0.9279,0.9279,2020000
EURCHF,20251103,051200,0.9279,0.92793,0.92789,0.92791,27280000
EURCHF,20251103,051300,0.92789,0.92791,0.92789,0.9279,19020000
EURCHF,20251103,051400,0.9279,0.9279,0.92789,0.9279,23440000
EURCHF,20251103,051500,0.92789,0.92791,0.92789,0.9279,14460000
EURCHF,20251103,051600,0.9279,0.92791,0.9279,0.9279,9820000
EURCHF,20251103,051700,0.9279,0.92791,0.9279,0.92791,10800000
EURCHF,20251103,051800,0.92791,0.92792,0.9279,0.9279,15520000
EURCHF,20251103,051900,0.92791,0.92793,0.9279,0.92793,20020000
EURCHF,20251103,052000,0.92792,0.92792,0.92792,0.92792,4340000
EURCHF,20251103,052100,0.92792,0.92795,0.92791,0.92792,27440000
EURCHF,20251103,052200,0.92793,0.92793,0.92792,0.92792,5840000
EURCHF,20251103,052300,0.92791,0.92792,0.92791,0.92791,31580000
EURCHF,20251103,052400,0.92792,0.92795,0.92791,0.92795,39920000
EURCHF,20251103,052500,0.92796,0.92796,0.92795,0.92795,17600000
EURCHF,20251103,052600,0.92794,0.92796,0.92794,0.92795,9220000
EURCHF,20251103,052700,0.92795,0.92799,0.92795,0.92798,13800000
EURCHF,20251103,052800,0.92797,0.92798,0.92797,0.92798,2400000
EURCHF,20251103,052900,0.92798,0.92799,0.92797,0.92797,10340000
EURCHF,20251103,053000,0.92798,0.92799,0.92798,0.92799,14160000
EURCHF,20251103,053100,0.928,0.928,0.92796,0.92799,12060000
EURCHF,20251103,053200,0.92799,0.928,0.92798,0.92798,6360000
EURCHF,20251103,053300,0.92798,0.92798,0.92797,0.92798,7040000
EURCHF,20251103,053400,0.92799,0.92802,0.92799,0.92802,18830000
EURCHF,20251103,053500,0.928,0.92801,0.928,0.92801,4430000
EURCHF,20251103,053600,0.92802,0.92802,0.92799,0.92801,31980000
EURCHF,20251103,053700,0.92802,0.92804,0.92798,0.92799,28320000
EURCHF,20251103,053800,0.92798,0.928,0.92796,0.92796,47760000
EURCHF,20251103,053900,0.92798,0.92799,0.92795,0.92797,26080000
EURCHF,20251103,054000,0.92799,0.92799,0.92796,0.92796,3440000
EURCHF,20251103,054100,0.92797,0.92798,0.92797,0.92798,2400000
EURCHF,20251103,054200,0.92798,0.928,0.92798,0.92798,16860000
EURCHF,20251103,054300,0.92798,0.928,0.92798,0.928,20980000
EURCHF,20251103,054400,0.92799,0.928,0.92799,0.928,12800000
EURCHF,20251103,054500,0.928,0.92801,0.928,0.928,6820000
EURCHF,20251103,054600,0.928,0.928,0.92799,0.92799,2320000
EURCHF,20251103,054700,0.928,0.928,0.928,0.928,1200000
EURCHF,20251103,054800,0.92799,0.92799,0.92798,0.92798,4720000
EURCHF,20251103,054900,0.92799,0.928,0.92798,0.92799,6000000
EURCHF,20251103,055000,0.92798,0.92799,0.92798,0.92799,2400000
EURCHF,20251103,055100,0.928,0.928,0.92798,0.92799,3520000
EURCHF,20251103,055200,0.92798,0.92798,0.92795,0.92795,3600000
EURCHF,20251103,055300,0.92797,0.92798,0.92797,0.92797,6000000
EURCHF,20251103,055400,0.92796,0.92796,0.92796,0.92796,1120000
EURCHF,20251103,055500,0.92798,0.92798,0.92794,0.92794,8840000
EURCHF,20251103,055600,0.92792,0.92795,0.92792,0.92795,12000000
EURCHF,20251103,055700,0.92795,0.92796,0.92795,0.92796,4800000
EURCHF,20251103,055800,0.92795,0.92798,0.92795,0.92796,10120000
EURCHF,20251103,055900,0.92797,0.92798,0.92797,0.92797,3600000
EURCHF,20251103,060000,0.92798,0.928,0.92795,0.928,16720000
EURCHF,20251103,060100,0.92798,0.92803,0.92798,0.928,33340000
EURCHF,20251103,060200,0.928,0.92805,0.92799,0.92805,15600000
EURCHF,20251103,060300,0.92803,0.92803,0.92801,0.92801,18290000
EURCHF,20251103,060400,0.928,0.92806,0.928,0.92805,10420000
EURCHF,20251103,060500,0.92804,0.92806,0.92795,0.92796,34530000
EURCHF,20251103,060600,0.92796,0.92801,0.92795,0.92801,27940000
EURCHF,20251103,060700,0.92801,0.92804,0.92791,0.92792,35860000
EURCHF,20251103,060800,0.92791,0.92792,0.92786,0.92788,25560000
EURCHF,20251103,060900,0.92789,0.928,0.92785,0.92797,27880000
EURCHF,20251103,061000,0.92797,0.92798,0.92789,0.92791,23010000
EURCHF,20251103,061100,0.9279,0.92795,0.9279,0.92791,40680000
EURCHF,20251103,061200,0.92792,0.92794,0.92792,0.92792,15220000
EURCHF,20251103,061300,0.92792,0.92795,0.92788,0.92788,26380000
EURCHF,20251103,061400,0.92785,0.92787,0.9278,0.92785,60180000
EURCHF,20251103,061500,0.92786,0.9279,0.92786,0.9279,7120000
EURCHF,20251103,061600,0.92791,0.92791,0.92782,0.92782,20220000
EURCHF,20251103,061700,0.92783,0.92783,0.92779,0.9278,13420000
EURCHF,20251103,061800,0.9278,0.92783,0.92777,0.92777,18220000
EURCHF,20251103,061900,0.92778,0.92779,0.92773,0.92773,12220000
EURCHF,20251103,062000,0.92774,0.92774,0.92773,0.92774,6180000
EURCHF,20251103,062100,0.92773,0.92775,0.92771,0.92774,33630000
EURCHF,20251103,062200,0.92774,0.92774,0.9277,0.92771,22790000
EURCHF,20251103,062300,0.9277,0.92771,0.92769,0.9277,7130000
EURCHF,20251103,062400,0.92769,0.92773,0.92768,0.92771,19780000
EURCHF,20251103,062500,0.9277,0.92773,0.9277,0.92772,16570000
EURCHF,20251103,062600,0.92772,0.92777,0.92772,0.92777,9940000
EURCHF,20251103,062700,0.92777,0.92778,0.92776,0.92778,8320000
EURCHF,20251103,062800,0.92779,0.92783,0.92779,0.92782,13440000
EURCHF,20251103,062900,0.92783,0.92791,0.92783,0.92786,14080000
EURCHF,20251103,063000,0.92787,0.92789,0.92786,0.92786,21120000
EURCHF,20251103,063100,0.92786,0.92795,0.92786,0.92795,40220000
EURCHF,20251103,063200,0.92793,0.92794,0.9279,0.92791,56980000
EURCHF,20251103,063300,0.9279,0.9279,0.92789,0.92789,20050000
EURCHF,20251103,063400,0.92788,0.92794,0.92788,0.92791,38530000
EURCHF,20251103,063500,0.92791,0.92791,0.92787,0.92789,39930000
EURCHF,20251103,063600,0.92788,0.92791,0.92787,0.92788,23840000
EURCHF,20251103,063700,0.92788,0.92794,0.92788,0.92793,24000000
EURCHF,20251103,063800,0.92791,0.92792,0.92789,0.92791,29800000
EURCHF,20251103,063900,0.9279,0.9279,0.92773,0.92774,52180000
EURCHF,20251103,064000,0.92776,0.92777,0.92772,0.92772,36800000
EURCHF,20251103,064100,0.92772,0.92774,0.92769,0.9277,38450000
EURCHF,20251103,064200,0.9277,0.9277,0.92768,0.9277,14840000
EURCHF,20251103,064300,0.9277,0.92775,0.9277,0.92775,33060000
EURCHF,20251103,064400,0.92774,0.92777,0.92774,0.92774,23020000
EURCHF,20251103,064500,0.92776,0.92777,0.92769,0.9277,30440000
EURCHF,20251103,064600,0.9277,0.9277,0.92769,0.92769,12600000
EURCHF,20251103,064700,0.92769,0.92772,0.92768,0.92771,18600000
EURCHF,20251103,064800,0.92771,0.92771,0.92766,0.92766,7420000
EURCHF,20251103,064900,0.92768,0.92771,0.92767,0.92771,15060000
EURCHF,20251103,065000,0.92769,0.92771,0.92764,0.92766,24670000
EURCHF,20251103,065100,0.92767,0.9277,0.92767,0.9277,10200000
EURCHF,20251103,065200,0.9277,0.9277,0.92769,0.92769,4800000
EURCHF,20251103,065300,0.92773,0.92773,0.92769,0.9277,16040000
EURCHF,20251103,065400,0.9277,0.92771,0.92768,0.92768,10720000
EURCHF,20251103,065500,0.92768,0.92768,0.9276,0.9276,33410000
EURCHF,20251103,065600,0.9276,0.92765,0.92759,0.92765,31100000
EURCHF,20251103,065700,0.92764,0.92764,0.92759,0.9276,16180000
EURCHF,20251103,065800,0.92761,0.92761,0.9276,0.9276,16200000
EURCHF,20251103,065900,0.92758,0.92764,0.92758,0.92764,3520000
EURCHF,20251103,070000,0.92764,0.92779,0.92763,0.92778,93910000
EURCHF,20251103,070100,0.92779,0.92787,0.92779,0.92787,50340000
EURCHF,20251103,070200,0.92786,0.92786,0.92781,0.92783,49140000
EURCHF,20251103,070300,0.92781,0.92785,0.92781,0.92784,46920000
EURCHF,20251103,070400,0.92784,0.92785,0.92781,0.92784,39040000
EURCHF,20251103,070500,0.92783,0.92783,0.92779,0.92781,34260000
EURCHF,20251103,070600,0.92782,0.92783,0.9278,0.9278,13940000
EURCHF,20251103,070700,0.9278,0.9278,0.92772,0.92773,29820000
EURCHF,20251103,070800,0.92773,0.92774,0.92766,0.92766,27800000
EURCHF,20251103,070900,0.92765,0.92767,0.92761,0.92767,35600000
EURCHF,20251103,071000,0.92767,0.92771,0.92765,0.92771,21440000
EURCHF,20251103,071100,0.92771,0.92771,0.92765,0.92765,25720000
EURCHF,20251103,071200,0.92765,0.92767,0.92764,0.92767,29920000
EURCHF,20251103,071300,0.92769,0.92769,0.92765,0.92768,32400000
EURCHF,20251103,071400,0.92767,0.92779,0.92767,0.92775,55720000
EURCHF,20251103,071500,0.92775,0.92777,0.92771,0.92775,38320000
EURCHF,20251103,071600,0.92775,0.92781,0.92774,0.92781,42440000
EURCHF,20251103,071700,0.92781,0.92781,0.92774,0.92774,21520000
EURCHF,20251103,071800,0.92774,0.92781,0.92774,0.92781,15220000
EURCHF,20251103,071900,0.92779,0.9278,0.92777,0.92778,26680000
EURCHF,20251103,072000,0.92779,0.92782,0.92772,0.92773,61960000
EURCHF,20251103,072100,0.92773,0.92775,0.92769,0.92769,28920000
EURCHF,20251103,072200,0.9277,0.92772,0.92768,0.92769,29060000
EURCHF,20251103,072300,0.92768,0.92771,0.92764,0.92765,45190000
EURCHF,20251103,072400,0.92766,0.92775,0.92765,0.92775,82390000
EURCHF,20251103,072500,0.92774,0.9278,0.92772,0.92775,44100000
EURCHF,20251103,072600,0.92775,0.92775,0.92772,0.92774,15600000
EURCHF,20251103,072700,0.92773,0.92776,0.92771,0.92772,29760000
EURCHF,20251103,072800,0.92771,0.92771,0.92764,0.92765,20020000
EURCHF,20251103,072900,0.92766,0.9278,0.92765,0.9277,72960000
EURCHF,20251103,073000,0.9278,0.9292,0.9278,0.92838,372950000
EURCHF,20251103,073100,0.92838,0.92874,0.92838,0.92872,173480000
EURCHF,20251103,073200,0.9287,0.92886,0.92861,0.92882,105220000
EURCHF,20251103,073300,0.92884,0.92895,0.92863,0.92864,115320000
EURCHF,20251103,073400,0.92865,0.92882,0.92864,0.92875,71760000
EURCHF,20251103,073500,0.92876,0.92876,0.92857,0.92857,99470000
EURCHF,20251103,073600,0.92856,0.92858,0.92848,0.92853,87060000
EURCHF,20251103,073700,0.92855,0.9286,0.92854,0.92858,39580000
EURCHF,20251103,073800,0.92856,0.92858,0.92854,0.92855,51340000
EURCHF,20251103,073900,0.92855,0.92872,0.92855,0.92865,44760000
EURCHF,20251103,074000,0.92865,0.92876,0.92865,0.92872,57070000
EURCHF,20251103,074100,0.92873,0.92885,0.92871,0.92884,58570000
EURCHF,20251103,074200,0.92882,0.92883,0.92877,0.92878,55980000
EURCHF,20251103,074300,0.92877,0.92893,0.92877,0.92893,47640000
EURCHF,20251103,074400,0.92893,0.929,0.92892,0.929,44100000
EURCHF,20251103,074500,0.929,0.92902,0.92895,0.92902,48490000
EURCHF,20251103,074600,0.92901,0.92911,0.929,0.9291,55560000
EURCHF,20251103,074700,0.92911,0.92915,0.9291,0.92912,43420000
EURCHF,20251103,074800,0.92913,0.92915,0.92909,0.92915,50620000
EURCHF,20251103,074900,0.92914,0.92916,0.92908,0.92913,58350000
EURCHF,20251103,075000,0.92912,0.92915,0.92911,0.92912,36440000
EURCHF,20251103,075100,0.92911,0.92925,0.92909,0.9292,45960000
EURCHF,20251103,075200,0.9292,0.92933,0.9292,0.92932,40780000
EURCHF,20251103,075300,0.92931,0.92944,0.92931,0.9294,67480000
EURCHF,20251103,075400,0.92939,0.92943,0.92936,0.92941,49540000
EURCHF,20251103,075500,0.92942,0.92943,0.92939,0.92943,60780000
EURCHF,20251103,075600,0.92943,0.92944,0.92936,0.9294,110830000
EURCHF,20251103,075700,0.92939,0.9294,0.92917,0.92919,96340000
EURCHF,20251103,075800,0.92918,0.92923,0.92902,0.92904,88300000
